Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2021-12-05,FlyDubai,Chennai,Dubai,Business,First Flyer,28.581784916119545
2021-12-06,FlyDubai,Chennai,Dubai,Business,First Flyer,27.620142193186258
2021-12-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.484705846773046
2021-12-08,FlyDubai,Chennai,Dubai,Business,First Flyer,28.157409055806827
2021-12-09,FlyDubai,Chennai,Dubai,Business,First Flyer,25.52332925363069
2021-12-10,FlyDubai,Chennai,Dubai,Business,First Flyer,26.728261081625476
2021-12-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.113042212482515
2021-12-12,FlyDubai,Chennai,Dubai,Business,First Flyer,28.631193340768277
2021-12-13,FlyDubai,Chennai,Dubai,Business,First Flyer,27.669550617831476
2021-12-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.534114271425263
2021-12-15,FlyDubai,Chennai,Dubai,Business,First Flyer,28.206817480454852
2021-12-16,FlyDubai,Chennai,Dubai,Business,First Flyer,25.572737678277328
2021-12-17,FlyDubai,Chennai,Dubai,Business,First Flyer,26.777669506273963
2021-12-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.16245063713305
2021-12-19,FlyDubai,Chennai,Dubai,Business,First Flyer,28.68060176541859
2021-12-20,FlyDubai,Chennai,Dubai,Business,First Flyer,27.71895904248521
2021-12-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.583522696072766
2021-12-22,FlyDubai,Chennai,Dubai,Business,First Flyer,28.256225905102877
2021-12-23,FlyDubai,Chennai,Dubai,Business,First Flyer,25.62214610292936
2021-12-24,FlyDubai,Chennai,Dubai,Business,First Flyer,26.827077930924528
2021-12-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.211859061781464
2021-12-26,FlyDubai,Chennai,Dubai,Business,First Flyer,28.73001019006596
2021-12-27,FlyDubai,Chennai,Dubai,Business,First Flyer,27.768367467130428
2021-12-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.632931120723402
2021-12-29,FlyDubai,Chennai,Dubai,Business,First Flyer,28.305634329750898
2021-12-30,FlyDubai,Chennai,Dubai,Business,First Flyer,25.671554527578937
2021-12-31,FlyDubai,Chennai,Dubai,Business,First Flyer,26.876486355573018
2022-01-01,FlyDubai,Chennai,Dubai,Business,First Flyer,27.26126748643094
2022-01-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.77941861471333
2022-01-03,FlyDubai,Chennai,Dubai,Business,First Flyer,27.817775891778695
2022-01-04,FlyDubai,Chennai,Dubai,Business,First Flyer,28.68233954536618
2022-01-05,FlyDubai,Chennai,Dubai,Business,First Flyer,28.35504275439467
2022-01-06,FlyDubai,Chennai,Dubai,Business,First Flyer,25.720962952222642
2022-01-07,FlyDubai,Chennai,Dubai,Business,First Flyer,26.925894780221505
2022-01-08,FlyDubai,Chennai,Dubai,Business,First Flyer,27.3106759110752
2022-01-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.828827039360696
2022-01-10,FlyDubai,Chennai,Dubai,Business,First Flyer,27.86718431642817
2022-01-11,FlyDubai,Chennai,Dubai,Business,First Flyer,28.7317479700184
2022-01-12,FlyDubai,Chennai,Dubai,Business,First Flyer,28.404451179042695
2022-01-13,FlyDubai,Chennai,Dubai,Business,First Flyer,25.770371376872216
2022-01-14,FlyDubai,Chennai,Dubai,Business,First Flyer,26.975303204865504
2022-01-15,FlyDubai,Chennai,Dubai,Business,First Flyer,27.360084335724675
2022-01-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.878235464011016
2022-01-17,FlyDubai,Chennai,Dubai,Business,First Flyer,27.916592741077647
2022-01-18,FlyDubai,Chennai,Dubai,Business,First Flyer,28.781156394670624
2022-01-19,FlyDubai,Chennai,Dubai,Business,First Flyer,28.4538596036975
2022-01-20,FlyDubai,Chennai,Dubai,Business,First Flyer,25.819779801518855
2022-01-21,FlyDubai,Chennai,Dubai,Business,First Flyer,27.024711629515025
2022-01-22,FlyDubai,Chennai,Dubai,Business,First Flyer,27.409492760373087
2022-01-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.927643888655428
2022-01-24,FlyDubai,Chennai,Dubai,Business,First Flyer,27.966001165721654
2022-01-25,FlyDubai,Chennai,Dubai,Business,First Flyer,28.830564819313402
2022-01-26,FlyDubai,Chennai,Dubai,Business,First Flyer,28.50326802834552
2022-01-27,FlyDubai,Chennai,Dubai,Business,First Flyer,25.869188226165495
2022-01-28,FlyDubai,Chennai,Dubai,Business,First Flyer,27.074120054164553
2022-01-29,FlyDubai,Chennai,Dubai,Business,First Flyer,27.4589011850215
2022-01-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.977052313307112
2022-01-31,FlyDubai,Chennai,Dubai,Business,First Flyer,28.015409590371128
2022-02-01,FlyDubai,Chennai,Dubai,Business,First Flyer,28.879973243965626
2022-02-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.552676452989292
2022-02-03,FlyDubai,Chennai,Dubai,Business,First Flyer,25.918596650812127
2022-02-04,FlyDubai,Chennai,Dubai,Business,First Flyer,27.12352847880751
2022-02-05,FlyDubai,Chennai,Dubai,Business,First Flyer,27.508309609672033
2022-02-06,FlyDubai,Chennai,Dubai,Business,First Flyer,29.02646073795448
2022-02-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.064818015020606
2022-02-08,FlyDubai,Chennai,Dubai,Business,First Flyer,28.929381668613118
2022-02-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.60208487764157
2022-02-10,FlyDubai,Chennai,Dubai,Business,First Flyer,25.968005075467097
2022-02-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.17293690345808
2022-02-12,FlyDubai,Chennai,Dubai,Business,First Flyer,27.557718034320448
2022-02-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.075869162601844
2022-02-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.114226439670084
2022-02-15,FlyDubai,Chennai,Dubai,Business,First Flyer,28.978790093259036
2022-02-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.651493302285342
2022-02-17,FlyDubai,Chennai,Dubai,Business,First Flyer,26.017413500113737
2022-02-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.222345328106567
2022-02-19,FlyDubai,Chennai,Dubai,Business,First Flyer,27.607126458969923
2022-02-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.12527758724921
2022-02-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.1636348643153
2022-02-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.02819851790654
2022-02-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.70090172692911
2022-02-24,FlyDubai,Chennai,Dubai,Business,First Flyer,26.066821924760376
2022-02-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.271753752756094
2022-02-26,FlyDubai,Chennai,Dubai,Business,First Flyer,27.65653488361419
2022-02-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.174686011900896
2022-02-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.213043288969033
2022-03-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.07760694255876
2022-03-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.750310151581388
2022-03-03,FlyDubai,Chennai,Dubai,Business,First Flyer,26.116230349412408
2022-03-04,FlyDubai,Chennai,Dubai,Business,First Flyer,27.321162177405622
2022-03-05,FlyDubai,Chennai,Dubai,Business,First Flyer,27.70594330826366
2022-03-06,FlyDubai,Chennai,Dubai,Business,First Flyer,29.22409443655122
2022-03-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.26245171361425
2022-03-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.127015367206262
2022-03-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.79971857623194
2022-03-10,FlyDubai,Chennai,Dubai,Business,First Flyer,26.165638774061982
2022-03-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.370570602055153
2022-03-12,FlyDubai,Chennai,Dubai,Business,First Flyer,27.755351732912075
2022-03-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.273502861195634
2022-03-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.311860138262517
2022-03-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.176423791853754
2022-03-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.84912700087996
2022-03-17,FlyDubai,Chennai,Dubai,Business,First Flyer,26.215047198705687
2022-03-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.419979026703636
2022-03-19,FlyDubai,Chennai,Dubai,Business,First Flyer,27.80476015756261
2022-03-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.322911285845947
2022-03-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.361268562911995
2022-03-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.225832216501257
2022-03-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.898535425523736
2022-03-24,FlyDubai,Chennai,Dubai,Business,First Flyer,26.264455623355264
2022-03-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.469387451347636
2022-03-26,FlyDubai,Chennai,Dubai,Business,First Flyer,27.854168582205816
2022-03-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.37231971049332
2022-03-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.410676987561466
2022-03-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.275240641153477
2022-03-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.947943850182785
2022-03-31,FlyDubai,Chennai,Dubai,Business,First Flyer,26.31386404800484
2022-04-01,FlyDubai,Chennai,Dubai,Business,First Flyer,27.518795875997164
2022-04-02,FlyDubai,Chennai,Dubai,Business,First Flyer,27.903577006855286
2022-04-03,FlyDubai,Chennai,Dubai,Business,First Flyer,29.421728135140686
2022-04-04,FlyDubai,Chennai,Dubai,Business,First Flyer,28.46008541220668
2022-04-05,FlyDubai,Chennai,Dubai,Business,First Flyer,29.324649065794667
2022-04-06,FlyDubai,Chennai,Dubai,Business,First Flyer,28.99735227482656
2022-04-07,FlyDubai,Chennai,Dubai,Business,First Flyer,26.36327247264854
2022-04-08,FlyDubai,Chennai,Dubai,Business,First Flyer,27.568204300646695
2022-04-09,FlyDubai,Chennai,Dubai,Business,First Flyer,27.952985431504764
2022-04-10,FlyDubai,Chennai,Dubai,Business,First Flyer,29.47113655978941
2022-04-11,FlyDubai,Chennai,Dubai,Business,First Flyer,28.5094938368519
2022-04-12,FlyDubai,Chennai,Dubai,Business,First Flyer,29.37405749044689
2022-04-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.046760699474586
2022-04-14,FlyDubai,Chennai,Dubai,Business,First Flyer,26.412680897298117
2022-04-15,FlyDubai,Chennai,Dubai,Business,First Flyer,27.617612725295174
2022-04-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.00239385615424
2022-04-17,FlyDubai,Chennai,Dubai,Business,First Flyer,29.52054498443973
2022-04-18,FlyDubai,Chennai,Dubai,Business,First Flyer,28.558902261505636
2022-04-19,FlyDubai,Chennai,Dubai,Business,First Flyer,29.42346591509439
2022-04-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.096169124122607
2022-04-21,FlyDubai,Chennai,Dubai,Business,First Flyer,26.46208932195015
2022-04-22,FlyDubai,Chennai,Dubai,Business,First Flyer,27.66702114994021
2022-04-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.05180228080265
2022-04-24,FlyDubai,Chennai,Dubai,Business,First Flyer,29.569953409084146
2022-04-25,FlyDubai,Chennai,Dubai,Business,First Flyer,28.60831068615085
2022-04-26,FlyDubai,Chennai,Dubai,Business,First Flyer,29.472874339740308
2022-04-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.145577548770632
2022-04-28,FlyDubai,Chennai,Dubai,Business,First Flyer,26.511497746599726
2022-04-29,FlyDubai,Chennai,Dubai,Business,First Flyer,27.7164295745887
2022-04-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.101210705452118
2022-05-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.619361833734466
2022-05-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.657719110799118
2022-05-03,FlyDubai,Chennai,Dubai,Business,First Flyer,29.522282764387807
2022-05-04,FlyDubai,Chennai,Dubai,Business,First Flyer,29.194985973414404
2022-05-05,FlyDubai,Chennai,Dubai,Business,First Flyer,26.560906171243424
2022-05-06,FlyDubai,Chennai,Dubai,Business,First Flyer,27.765837999237192
2022-05-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.150619130096388
2022-05-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.668770258381837
2022-05-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.707127535448596
2022-05-10,FlyDubai,Chennai,Dubai,Business,First Flyer,29.571691189040028
2022-05-11,FlyDubai,Chennai,Dubai,Business,First Flyer,29.24439439806668
2022-05-12,FlyDubai,Chennai,Dubai,Business,First Flyer,26.610314595893
2022-05-13,FlyDubai,Chennai,Dubai,Business,First Flyer,27.815246423887764
2022-05-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.200027554745862
2022-05-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.718178683032153
2022-05-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.756535960098073
2022-05-17,FlyDubai,Chennai,Dubai,Business,First Flyer,29.62109961369225
2022-05-18,FlyDubai,Chennai,Dubai,Business,First Flyer,29.293802822717232
2022-05-19,FlyDubai,Chennai,Dubai,Business,First Flyer,26.659723020539644
2022-05-20,FlyDubai,Chennai,Dubai,Business,First Flyer,27.864654848536244
2022-05-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.249435979394274
2022-05-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.76758710767657
2022-05-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.805944384742077
2022-05-24,FlyDubai,Chennai,Dubai,Business,First Flyer,29.67050803833503
2022-05-25,FlyDubai,Chennai,Dubai,Business,First Flyer,29.34321124736525
2022-05-26,FlyDubai,Chennai,Dubai,Business,First Flyer,26.709131445191677
2022-05-27,FlyDubai,Chennai,Dubai,Business,First Flyer,27.91406327318577
2022-05-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.29884440404481
2022-05-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.816995532328253
2022-05-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.855352809395814
2022-05-31,FlyDubai,Chennai,Dubai,Business,First Flyer,29.71991646298725
2022-06-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.392619672009022
2022-06-02,FlyDubai,Chennai,Dubai,Business,First Flyer,26.75853986983831
2022-06-03,FlyDubai,Chennai,Dubai,Business,First Flyer,27.96347169782873
2022-06-04,FlyDubai,Chennai,Dubai,Business,First Flyer,28.34825282869322
2022-06-05,FlyDubai,Chennai,Dubai,Business,First Flyer,29.86640395697562
2022-06-06,FlyDubai,Chennai,Dubai,Business,First Flyer,28.90476123404103
2022-06-07,FlyDubai,Chennai,Dubai,Business,First Flyer,29.769324887634745
2022-06-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.4420280966613
2022-06-09,FlyDubai,Chennai,Dubai,Business,First Flyer,26.807948294487886
2022-06-10,FlyDubai,Chennai,Dubai,Business,First Flyer,28.012880122479295
2022-06-11,FlyDubai,Chennai,Dubai,Business,First Flyer,28.397661253341635
2022-06-12,FlyDubai,Chennai,Dubai,Business,First Flyer,29.915812381622985
2022-06-13,FlyDubai,Chennai,Dubai,Business,First Flyer,28.954169658690507
2022-06-14,FlyDubai,Chennai,Dubai,Business,First Flyer,29.81873331228066
2022-06-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.49143652130507
2022-06-16,FlyDubai,Chennai,Dubai,Business,First Flyer,26.857356719131587
2022-06-17,FlyDubai,Chennai,Dubai,Business,First Flyer,28.062288547127785
2022-06-18,FlyDubai,Chennai,Dubai,Business,First Flyer,28.44706967799217
2022-06-19,FlyDubai,Chennai,Dubai,Business,First Flyer,29.965220806271716
2022-06-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.003578083335718
2022-06-21,FlyDubai,Chennai,Dubai,Business,First Flyer,29.86814173692816
2022-06-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.54084494595562
2022-06-23,FlyDubai,Chennai,Dubai,Business,First Flyer,26.906765143781165
2022-06-24,FlyDubai,Chennai,Dubai,Business,First Flyer,28.111696971777313
2022-06-25,FlyDubai,Chennai,Dubai,Business,First Flyer,28.496478102635376
2022-06-26,FlyDubai,Chennai,Dubai,Business,First Flyer,30.014629230922036
2022-06-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.052986507989456
2022-06-28,FlyDubai,Chennai,Dubai,Business,First Flyer,29.917550161580387
2022-06-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.590253370607897
2022-06-30,FlyDubai,Chennai,Dubai,Business,First Flyer,26.956173568433194
2022-07-01,FlyDubai,Chennai,Dubai,Business,First Flyer,28.16110539642684
2022-07-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.54588652728485
2022-07-03,FlyDubai,Chennai,Dubai,Business,First Flyer,30.06403765556645
2022-07-04,FlyDubai,Chennai,Dubai,Business,First Flyer,29.10239493263467
2022-07-05,FlyDubai,Chennai,Dubai,Business,First Flyer,29.966958586223157
2022-07-06,FlyDubai,Chennai,Dubai,Business,First Flyer,29.63966179525167
2022-07-07,FlyDubai,Chennai,Dubai,Business,First Flyer,27.00558199308277
2022-07-08,FlyDubai,Chennai,Dubai,Business,First Flyer,28.210513821076372
2022-07-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.595294951933262
2022-07-10,FlyDubai,Chennai,Dubai,Business,First Flyer,30.113446080216768
2022-07-11,FlyDubai,Chennai,Dubai,Business,First Flyer,29.15180335728294
2022-07-12,FlyDubai,Chennai,Dubai,Business,First Flyer,30.01636701087538
2022-07-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.689070219899694
2022-07-14,FlyDubai,Chennai,Dubai,Business,First Flyer,27.054990417726476
2022-07-15,FlyDubai,Chennai,Dubai,Business,First Flyer,28.259922245724855
2022-07-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.64470337657859
2022-07-17,FlyDubai,Chennai,Dubai,Business,First Flyer,30.162854504867088
2022-07-18,FlyDubai,Chennai,Dubai,Business,First Flyer,29.201211781932415
2022-07-19,FlyDubai,Chennai,Dubai,Business,First Flyer,30.065775435521296
2022-07-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.738478644547715
2022-07-21,FlyDubai,Chennai,Dubai,Business,First Flyer,27.104398842376053
2022-07-22,FlyDubai,Chennai,Dubai,Business,First Flyer,28.309330670369896
2022-07-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.694111801227006
2022-07-24,FlyDubai,Chennai,Dubai,Business,First Flyer,30.212262929514456
2022-07-25,FlyDubai,Chennai,Dubai,Business,First Flyer,29.25062020658189
2022-07-26,FlyDubai,Chennai,Dubai,Business,First Flyer,30.11518386017352
2022-07-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.78788706920252
2022-07-28,FlyDubai,Chennai,Dubai,Business,First Flyer,27.153807267025627
2022-07-29,FlyDubai,Chennai,Dubai,Business,First Flyer,28.358739095018382
2022-07-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.743520225876473
2022-07-31,FlyDubai,Chennai,Dubai,Business,First Flyer,30.26167135416182
2022-08-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.300028631227107
2022-08-02,FlyDubai,Chennai,Dubai,Business,First Flyer,30.164592284816294
2022-08-03,FlyDubai,Chennai,Dubai,Business,First Flyer,29.83729549384629
2022-08-04,FlyDubai,Chennai,Dubai,Business,First Flyer,27.203215691669328
2022-08-05,FlyDubai,Chennai,Dubai,Business,First Flyer,28.40814751966791
2022-08-06,FlyDubai,Chennai,Dubai,Business,First Flyer,28.792928650525948
2022-08-07,FlyDubai,Chennai,Dubai,Business,First Flyer,30.31107977881055
2022-08-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.349437055880845
2022-08-09,FlyDubai,Chennai,Dubai,Business,First Flyer,30.214000709468518
2022-08-10,FlyDubai,Chennai,Dubai,Business,First Flyer,29.886703918498565
2022-08-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.252624116318906
2022-08-12,FlyDubai,Chennai,Dubai,Business,First Flyer,28.45755594431086
2022-08-13,FlyDubai,Chennai,Dubai,Business,First Flyer,28.842337075175422
2022-08-14,FlyDubai,Chennai,Dubai,Business,First Flyer,30.36048820346087
2022-08-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.39884548052606
2022-08-16,FlyDubai,Chennai,Dubai,Business,First Flyer,30.263409134116017
2022-08-17,FlyDubai,Chennai,Dubai,Business,First Flyer,29.936112343142337
2022-08-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.302032540970938
2022-08-19,FlyDubai,Chennai,Dubai,Business,First Flyer,28.506964368961434
2022-08-20,FlyDubai,Chennai,Dubai,Business,First Flyer,28.89174549982383
2022-08-21,FlyDubai,Chennai,Dubai,Business,First Flyer,30.409896628105287
2022-08-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.448253905170066
2022-08-23,FlyDubai,Chennai,Dubai,Business,First Flyer,30.31281755876193
2022-08-24,FlyDubai,Chennai,Dubai,Business,First Flyer,29.985520767790362
2022-08-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.35144096561757
2022-08-26,FlyDubai,Chennai,Dubai,Business,First Flyer,28.55637279360992
2022-08-27,FlyDubai,Chennai,Dubai,Business,First Flyer,28.941153924474367
2022-08-28,FlyDubai,Chennai,Dubai,Business,First Flyer,30.459305052755607
2022-08-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.497662329819544
2022-08-30,FlyDubai,Chennai,Dubai,Business,First Flyer,30.36222598340943
2022-08-31,FlyDubai,Chennai,Dubai,Business,First Flyer,30.034929192434138
2022-09-01,FlyDubai,Chennai,Dubai,Business,First Flyer,27.40084939026421
2022-09-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.605781218258407
2022-09-03,FlyDubai,Chennai,Dubai,Business,First Flyer,28.990562349117575
