Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2021-12-04,FlyDubai,Chennai,Dubai,Business,First Flyer,334100.5591108763
2021-12-05,FlyDubai,Chennai,Dubai,Business,First Flyer,352842.1347894958
2021-12-06,FlyDubai,Chennai,Dubai,Business,First Flyer,340970.6553748843
2021-12-07,FlyDubai,Chennai,Dubai,Business,First Flyer,351643.6936784132
2021-12-08,FlyDubai,Chennai,Dubai,Business,First Flyer,347603.21479393524
2021-12-09,FlyDubai,Chennai,Dubai,Business,First Flyer,315085.49963607086
2021-12-10,FlyDubai,Chennai,Dubai,Business,First Flyer,329960.3830526665
2021-12-11,FlyDubai,Chennai,Dubai,Business,First Flyer,334710.50611309666
2021-12-12,FlyDubai,Chennai,Dubai,Business,First Flyer,353452.0817917844
2021-12-13,FlyDubai,Chennai,Dubai,Business,First Flyer,341580.60237712954
2021-12-14,FlyDubai,Chennai,Dubai,Business,First Flyer,352253.6406807449
2021-12-15,FlyDubai,Chennai,Dubai,Business,First Flyer,348213.16179621516
2021-12-16,FlyDubai,Chennai,Dubai,Business,First Flyer,315695.4466383336
2021-12-17,FlyDubai,Chennai,Dubai,Business,First Flyer,330570.33005495206
2021-12-18,FlyDubai,Chennai,Dubai,Business,First Flyer,335320.45311540744
2021-12-19,FlyDubai,Chennai,Dubai,Business,First Flyer,354062.02879409253
2021-12-20,FlyDubai,Chennai,Dubai,Business,First Flyer,342190.54937947995
2021-12-21,FlyDubai,Chennai,Dubai,Business,First Flyer,352863.5876830183
2021-12-22,FlyDubai,Chennai,Dubai,Business,First Flyer,348823.108798495
2021-12-23,FlyDubai,Chennai,Dubai,Business,First Flyer,316305.39364066295
2021-12-24,FlyDubai,Chennai,Dubai,Business,First Flyer,331180.27705726324
2021-12-25,FlyDubai,Chennai,Dubai,Business,First Flyer,335930.40011769213
2021-12-26,FlyDubai,Chennai,Dubai,Business,First Flyer,354671.9757963643
2021-12-27,FlyDubai,Chennai,Dubai,Business,First Flyer,342800.4963817252
2021-12-28,FlyDubai,Chennai,Dubai,Business,First Flyer,353473.53468533047
2021-12-29,FlyDubai,Chennai,Dubai,Business,First Flyer,349433.0558007748
2021-12-30,FlyDubai,Chennai,Dubai,Business,First Flyer,316915.34064296196
2021-12-31,FlyDubai,Chennai,Dubai,Business,First Flyer,331790.22405954887
2022-01-01,FlyDubai,Chennai,Dubai,Business,First Flyer,336540.3471199899
2022-01-02,FlyDubai,Chennai,Dubai,Business,First Flyer,355281.9227986361
2022-01-03,FlyDubai,Chennai,Dubai,Business,First Flyer,343410.44338400796
2022-01-04,FlyDubai,Chennai,Dubai,Business,First Flyer,354083.48168754554
2022-01-05,FlyDubai,Chennai,Dubai,Business,First Flyer,350043.0028030022
2022-01-06,FlyDubai,Chennai,Dubai,Business,First Flyer,317525.2876451885
2022-01-07,FlyDubai,Chennai,Dubai,Business,First Flyer,332400.17106183444
2022-01-08,FlyDubai,Chennai,Dubai,Business,First Flyer,337150.29412222333
2022-01-09,FlyDubai,Chennai,Dubai,Business,First Flyer,355891.86980090785
2022-01-10,FlyDubai,Chennai,Dubai,Business,First Flyer,344020.3903863058
2022-01-11,FlyDubai,Chennai,Dubai,Business,First Flyer,354693.42868987715
2022-01-12,FlyDubai,Chennai,Dubai,Business,First Flyer,350652.94980528206
2022-01-13,FlyDubai,Chennai,Dubai,Business,First Flyer,318135.23464748746
2022-01-14,FlyDubai,Chennai,Dubai,Business,First Flyer,333010.11806406465
2022-01-15,FlyDubai,Chennai,Dubai,Business,First Flyer,337760.2411245211
2022-01-16,FlyDubai,Chennai,Dubai,Business,First Flyer,356501.81680321606
2022-01-17,FlyDubai,Chennai,Dubai,Business,First Flyer,344630.33738860354
2022-01-18,FlyDubai,Chennai,Dubai,Business,First Flyer,355303.3756922088
2022-01-19,FlyDubai,Chennai,Dubai,Business,First Flyer,351262.8968076456
2022-01-20,FlyDubai,Chennai,Dubai,Business,First Flyer,318745.1816497503
2022-01-21,FlyDubai,Chennai,Dubai,Business,First Flyer,333620.065066363
2022-01-22,FlyDubai,Chennai,Dubai,Business,First Flyer,338370.1881268058
2022-01-23,FlyDubai,Chennai,Dubai,Business,First Flyer,357111.7638054512
2022-01-24,FlyDubai,Chennai,Dubai,Business,First Flyer,345240.2843908338
2022-01-25,FlyDubai,Chennai,Dubai,Business,First Flyer,355913.32269442396
2022-01-26,FlyDubai,Chennai,Dubai,Business,First Flyer,351872.8438099254
2022-01-27,FlyDubai,Chennai,Dubai,Business,First Flyer,319355.128652013
2022-01-28,FlyDubai,Chennai,Dubai,Business,First Flyer,334230.0120686614
2022-01-29,FlyDubai,Chennai,Dubai,Business,First Flyer,338980.1351290904
2022-01-30,FlyDubai,Chennai,Dubai,Business,First Flyer,357721.7108077763
2022-01-31,FlyDubai,Chennai,Dubai,Business,First Flyer,345850.23139313154
2022-02-01,FlyDubai,Chennai,Dubai,Business,First Flyer,356523.2696967556
2022-02-02,FlyDubai,Chennai,Dubai,Business,First Flyer,352482.79081215285
2022-02-03,FlyDubai,Chennai,Dubai,Business,First Flyer,319965.0756542757
2022-02-04,FlyDubai,Chennai,Dubai,Business,First Flyer,334839.95907087874
2022-02-05,FlyDubai,Chennai,Dubai,Business,First Flyer,339590.0821314012
2022-02-06,FlyDubai,Chennai,Dubai,Business,First Flyer,358331.6578100481
2022-02-07,FlyDubai,Chennai,Dubai,Business,First Flyer,346460.1783954294
2022-02-08,FlyDubai,Chennai,Dubai,Business,First Flyer,357133.21669902897
2022-02-09,FlyDubai,Chennai,Dubai,Business,First Flyer,353092.7378144852
2022-02-10,FlyDubai,Chennai,Dubai,Business,First Flyer,320575.0226566413
2022-02-11,FlyDubai,Chennai,Dubai,Business,First Flyer,335449.90607319004
2022-02-12,FlyDubai,Chennai,Dubai,Business,First Flyer,340200.0291336859
2022-02-13,FlyDubai,Chennai,Dubai,Business,First Flyer,358941.6048123198
2022-02-14,FlyDubai,Chennai,Dubai,Business,First Flyer,347070.1253977272
2022-02-15,FlyDubai,Chennai,Dubai,Business,First Flyer,357743.16370128276
2022-02-16,FlyDubai,Chennai,Dubai,Business,First Flyer,353702.6848167125
2022-02-17,FlyDubai,Chennai,Dubai,Business,First Flyer,321184.96965890407
2022-02-18,FlyDubai,Chennai,Dubai,Business,First Flyer,336059.85307547555
2022-02-19,FlyDubai,Chennai,Dubai,Business,First Flyer,340809.9761359837
2022-02-20,FlyDubai,Chennai,Dubai,Business,First Flyer,359551.55181459157
2022-02-21,FlyDubai,Chennai,Dubai,Business,First Flyer,347680.0723999724
2022-02-22,FlyDubai,Chennai,Dubai,Business,First Flyer,358353.11070355616
2022-02-23,FlyDubai,Chennai,Dubai,Business,First Flyer,354312.6318189399
2022-02-24,FlyDubai,Chennai,Dubai,Business,First Flyer,321794.9166611669
2022-02-25,FlyDubai,Chennai,Dubai,Business,First Flyer,336669.800077774
2022-02-26,FlyDubai,Chennai,Dubai,Business,First Flyer,341419.9231382172
2022-02-27,FlyDubai,Chennai,Dubai,Business,First Flyer,360161.49881691654
2022-02-28,FlyDubai,Chennai,Dubai,Business,First Flyer,348290.01940232265
2022-03-01,FlyDubai,Chennai,Dubai,Business,First Flyer,358963.0577058879
2022-03-02,FlyDubai,Chennai,Dubai,Business,First Flyer,354922.57882127224
2022-03-03,FlyDubai,Chennai,Dubai,Business,First Flyer,322404.8636634962
2022-03-04,FlyDubai,Chennai,Dubai,Business,First Flyer,337279.74708007247
2022-03-05,FlyDubai,Chennai,Dubai,Business,First Flyer,342029.87014051486
2022-03-06,FlyDubai,Chennai,Dubai,Business,First Flyer,360771.44581922475
2022-03-07,FlyDubai,Chennai,Dubai,Business,First Flyer,348899.9664045679
2022-03-08,FlyDubai,Chennai,Dubai,Business,First Flyer,359573.0047081613
2022-03-09,FlyDubai,Chennai,Dubai,Business,First Flyer,355532.5258235833
2022-03-10,FlyDubai,Chennai,Dubai,Business,First Flyer,323014.8106657952
2022-03-11,FlyDubai,Chennai,Dubai,Business,First Flyer,337889.69408237084
2022-03-12,FlyDubai,Chennai,Dubai,Business,First Flyer,342639.81714279955
2022-03-13,FlyDubai,Chennai,Dubai,Business,First Flyer,361381.3928214601
2022-03-14,FlyDubai,Chennai,Dubai,Business,First Flyer,349509.91340685077
2022-03-15,FlyDubai,Chennai,Dubai,Business,First Flyer,360182.95171043463
2022-03-16,FlyDubai,Chennai,Dubai,Business,First Flyer,356142.47282586317
2022-03-17,FlyDubai,Chennai,Dubai,Business,First Flyer,323624.75766802166
2022-03-18,FlyDubai,Chennai,Dubai,Business,First Flyer,338499.64108465635
2022-03-19,FlyDubai,Chennai,Dubai,Business,First Flyer,343249.7641451104
2022-03-20,FlyDubai,Chennai,Dubai,Business,First Flyer,361991.33982376824
2022-03-21,FlyDubai,Chennai,Dubai,Business,First Flyer,350119.86040914856
2022-03-22,FlyDubai,Chennai,Dubai,Business,First Flyer,360792.89871270803
2022-03-23,FlyDubai,Chennai,Dubai,Business,First Flyer,356752.4198280906
2022-03-24,FlyDubai,Chennai,Dubai,Business,First Flyer,324234.70467032073
2022-03-25,FlyDubai,Chennai,Dubai,Business,First Flyer,339109.58808688656
2022-03-26,FlyDubai,Chennai,Dubai,Business,First Flyer,343859.7111473308
2022-03-27,FlyDubai,Chennai,Dubai,Business,First Flyer,362601.28682604
2022-03-28,FlyDubai,Chennai,Dubai,Business,First Flyer,350729.8074114463
2022-03-29,FlyDubai,Chennai,Dubai,Business,First Flyer,361402.8457150397
2022-03-30,FlyDubai,Chennai,Dubai,Business,First Flyer,357362.3668305065
2022-03-31,FlyDubai,Chennai,Dubai,Business,First Flyer,324844.65167261974
2022-04-01,FlyDubai,Chennai,Dubai,Business,First Flyer,339719.535089185
2022-04-02,FlyDubai,Chennai,Dubai,Business,First Flyer,344469.65814962855
2022-04-03,FlyDubai,Chennai,Dubai,Business,First Flyer,363211.2338283118
2022-04-04,FlyDubai,Chennai,Dubai,Business,First Flyer,351339.75441369147
2022-04-05,FlyDubai,Chennai,Dubai,Business,First Flyer,362012.79271723516
2022-04-06,FlyDubai,Chennai,Dubai,Business,First Flyer,357972.31383273384
2022-04-07,FlyDubai,Chennai,Dubai,Business,First Flyer,325454.59867484623
2022-04-08,FlyDubai,Chennai,Dubai,Business,First Flyer,340329.4820914834
2022-04-09,FlyDubai,Chennai,Dubai,Business,First Flyer,345079.6051519263
2022-04-10,FlyDubai,Chennai,Dubai,Business,First Flyer,363821.18083060026
2022-04-11,FlyDubai,Chennai,Dubai,Business,First Flyer,351949.7014159367
2022-04-12,FlyDubai,Chennai,Dubai,Business,First Flyer,362622.73971956683
2022-04-13,FlyDubai,Chennai,Dubai,Business,First Flyer,358582.26083501376
2022-04-14,FlyDubai,Chennai,Dubai,Business,First Flyer,326064.54567714524
2022-04-15,FlyDubai,Chennai,Dubai,Business,First Flyer,340939.42909376894
2022-04-16,FlyDubai,Chennai,Dubai,Business,First Flyer,345689.552154224
2022-04-17,FlyDubai,Chennai,Dubai,Business,First Flyer,364431.1278329085
2022-04-18,FlyDubai,Chennai,Dubai,Business,First Flyer,352559.6484182871
2022-04-19,FlyDubai,Chennai,Dubai,Business,First Flyer,363232.6867218403
2022-04-20,FlyDubai,Chennai,Dubai,Business,First Flyer,359192.20783729356
2022-04-21,FlyDubai,Chennai,Dubai,Business,First Flyer,326674.4926794746
2022-04-22,FlyDubai,Chennai,Dubai,Business,First Flyer,341549.37609601195
2022-04-23,FlyDubai,Chennai,Dubai,Business,First Flyer,346299.4991565087
2022-04-24,FlyDubai,Chennai,Dubai,Business,First Flyer,365041.0748351438
2022-04-25,FlyDubai,Chennai,Dubai,Business,First Flyer,353169.5954205322
2022-04-26,FlyDubai,Chennai,Dubai,Business,First Flyer,363842.6337240941
2022-04-27,FlyDubai,Chennai,Dubai,Business,First Flyer,359802.1548395734
2022-04-28,FlyDubai,Chennai,Dubai,Business,First Flyer,327284.4396817736
2022-04-29,FlyDubai,Chennai,Dubai,Business,First Flyer,342159.3230982975
2022-04-30,FlyDubai,Chennai,Dubai,Business,First Flyer,346909.4461588064
2022-05-01,FlyDubai,Chennai,Dubai,Business,First Flyer,365651.021837452
2022-05-02,FlyDubai,Chennai,Dubai,Business,First Flyer,353779.5424228151
2022-05-03,FlyDubai,Chennai,Dubai,Business,First Flyer,364452.5807263675
2022-05-04,FlyDubai,Chennai,Dubai,Business,First Flyer,360412.1018418008
2022-05-05,FlyDubai,Chennai,Dubai,Business,First Flyer,327894.386684
2022-05-06,FlyDubai,Chennai,Dubai,Business,First Flyer,342769.2701005831
2022-05-07,FlyDubai,Chennai,Dubai,Business,First Flyer,347519.3931610399
2022-05-08,FlyDubai,Chennai,Dubai,Business,First Flyer,366260.9688397238
2022-05-09,FlyDubai,Chennai,Dubai,Business,First Flyer,354389.4894251129
2022-05-10,FlyDubai,Chennai,Dubai,Business,First Flyer,365062.5277286991
2022-05-11,FlyDubai,Chennai,Dubai,Business,First Flyer,361022.04884413315
2022-05-12,FlyDubai,Chennai,Dubai,Business,First Flyer,328504.3336862991
2022-05-13,FlyDubai,Chennai,Dubai,Business,First Flyer,343379.21710289444
2022-05-14,FlyDubai,Chennai,Dubai,Business,First Flyer,348129.3401633377
2022-05-15,FlyDubai,Chennai,Dubai,Business,First Flyer,366870.91584203194
2022-05-16,FlyDubai,Chennai,Dubai,Business,First Flyer,354999.4364274107
2022-05-17,FlyDubai,Chennai,Dubai,Business,First Flyer,365672.4747310308
2022-05-18,FlyDubai,Chennai,Dubai,Business,First Flyer,361631.9958464442
2022-05-19,FlyDubai,Chennai,Dubai,Business,First Flyer,329114.2806885619
2022-05-20,FlyDubai,Chennai,Dubai,Business,First Flyer,343989.16410517995
2022-05-21,FlyDubai,Chennai,Dubai,Business,First Flyer,348739.28716562234
2022-05-22,FlyDubai,Chennai,Dubai,Business,First Flyer,367480.8628442672
2022-05-23,FlyDubai,Chennai,Dubai,Business,First Flyer,355609.3834296409
2022-05-24,FlyDubai,Chennai,Dubai,Business,First Flyer,366282.4217332459
2022-05-25,FlyDubai,Chennai,Dubai,Business,First Flyer,362241.942848724
2022-05-26,FlyDubai,Chennai,Dubai,Business,First Flyer,329724.22769089125
2022-05-27,FlyDubai,Chennai,Dubai,Business,First Flyer,344599.1111074784
2022-05-28,FlyDubai,Chennai,Dubai,Business,First Flyer,349349.2341679332
2022-05-29,FlyDubai,Chennai,Dubai,Business,First Flyer,368090.80984659225
2022-05-30,FlyDubai,Chennai,Dubai,Business,First Flyer,356219.3304319913
2022-05-31,FlyDubai,Chennai,Dubai,Business,First Flyer,366892.3687355776
2022-06-01,FlyDubai,Chennai,Dubai,Business,First Flyer,362851.88985095144
2022-06-02,FlyDubai,Chennai,Dubai,Business,First Flyer,330334.17469315394
2022-06-03,FlyDubai,Chennai,Dubai,Business,First Flyer,345209.0581096957
2022-06-04,FlyDubai,Chennai,Dubai,Business,First Flyer,349959.1811702178
2022-06-05,FlyDubai,Chennai,Dubai,Business,First Flyer,368700.756848864
2022-06-06,FlyDubai,Chennai,Dubai,Business,First Flyer,356829.2774342365
2022-06-07,FlyDubai,Chennai,Dubai,Business,First Flyer,367502.31573785096
2022-06-08,FlyDubai,Chennai,Dubai,Business,First Flyer,363461.8368532838
2022-06-09,FlyDubai,Chennai,Dubai,Business,First Flyer,330944.12169545295
2022-06-10,FlyDubai,Chennai,Dubai,Business,First Flyer,345819.0051120069
2022-06-11,FlyDubai,Chennai,Dubai,Business,First Flyer,350569.12817250245
2022-06-12,FlyDubai,Chennai,Dubai,Business,First Flyer,369310.70385113574
2022-06-13,FlyDubai,Chennai,Dubai,Business,First Flyer,357439.22443653434
2022-06-14,FlyDubai,Chennai,Dubai,Business,First Flyer,368112.2627401048
2022-06-15,FlyDubai,Chennai,Dubai,Business,First Flyer,364071.78385551105
2022-06-16,FlyDubai,Chennai,Dubai,Business,First Flyer,331554.06869767944
2022-06-17,FlyDubai,Chennai,Dubai,Business,First Flyer,346428.9521142925
2022-06-18,FlyDubai,Chennai,Dubai,Business,First Flyer,351179.07517481333
2022-06-19,FlyDubai,Chennai,Dubai,Business,First Flyer,369920.65085342433
2022-06-20,FlyDubai,Chennai,Dubai,Business,First Flyer,358049.17143877945
2022-06-21,FlyDubai,Chennai,Dubai,Business,First Flyer,368722.20974237815
2022-06-22,FlyDubai,Chennai,Dubai,Business,First Flyer,364681.7308578221
2022-06-23,FlyDubai,Chennai,Dubai,Business,First Flyer,332164.0156999785
2022-06-24,FlyDubai,Chennai,Dubai,Business,First Flyer,347038.8991165909
2022-06-25,FlyDubai,Chennai,Dubai,Business,First Flyer,351789.0221770337
2022-06-26,FlyDubai,Chennai,Dubai,Business,First Flyer,370530.59785573254
2022-06-27,FlyDubai,Chennai,Dubai,Business,First Flyer,358659.1184411298
2022-06-28,FlyDubai,Chennai,Dubai,Business,First Flyer,369332.1567447098
2022-06-29,FlyDubai,Chennai,Dubai,Business,First Flyer,365291.6778601545
2022-06-30,FlyDubai,Chennai,Dubai,Business,First Flyer,332773.9627023078
2022-07-01,FlyDubai,Chennai,Dubai,Business,First Flyer,347648.8461188894
2022-07-02,FlyDubai,Chennai,Dubai,Business,First Flyer,352398.96917933144
2022-07-03,FlyDubai,Chennai,Dubai,Business,First Flyer,371140.5448579678
2022-07-04,FlyDubai,Chennai,Dubai,Business,First Flyer,359269.06544337503
2022-07-05,FlyDubai,Chennai,Dubai,Business,First Flyer,369942.1037469249
2022-07-06,FlyDubai,Chennai,Dubai,Business,First Flyer,365901.6248623819
2022-07-07,FlyDubai,Chennai,Dubai,Business,First Flyer,333383.9097046068
2022-07-08,FlyDubai,Chennai,Dubai,Business,First Flyer,348258.79312118783
2022-07-09,FlyDubai,Chennai,Dubai,Business,First Flyer,353008.9161816161
2022-07-10,FlyDubai,Chennai,Dubai,Business,First Flyer,371750.491860276
2022-07-11,FlyDubai,Chennai,Dubai,Business,First Flyer,359879.0124456579
2022-07-12,FlyDubai,Chennai,Dubai,Business,First Flyer,370552.05074925657
2022-07-13,FlyDubai,Chennai,Dubai,Business,First Flyer,366511.57186466176
2022-07-14,FlyDubai,Chennai,Dubai,Business,First Flyer,333993.85670683335
2022-07-15,FlyDubai,Chennai,Dubai,Business,First Flyer,348868.7401234733
2022-07-16,FlyDubai,Chennai,Dubai,Business,First Flyer,353618.8631838627
2022-07-17,FlyDubai,Chennai,Dubai,Business,First Flyer,372360.4388625842
2022-07-18,FlyDubai,Chennai,Dubai,Business,First Flyer,360488.9594479557
2022-07-19,FlyDubai,Chennai,Dubai,Business,First Flyer,371161.9977515104
2022-07-20,FlyDubai,Chennai,Dubai,Business,First Flyer,367121.51886694157
2022-07-21,FlyDubai,Chennai,Dubai,Business,First Flyer,334603.80370913236
2022-07-22,FlyDubai,Chennai,Dubai,Business,First Flyer,349478.6871257163
2022-07-23,FlyDubai,Chennai,Dubai,Business,First Flyer,354228.81018614734
2022-07-24,FlyDubai,Chennai,Dubai,Business,First Flyer,372970.38586485595
2022-07-25,FlyDubai,Chennai,Dubai,Business,First Flyer,361098.90645025345
2022-07-26,FlyDubai,Chennai,Dubai,Business,First Flyer,371771.94475384214
2022-07-27,FlyDubai,Chennai,Dubai,Business,First Flyer,367731.4658693051
2022-07-28,FlyDubai,Chennai,Dubai,Business,First Flyer,335213.7507114313
2022-07-29,FlyDubai,Chennai,Dubai,Business,First Flyer,350088.6341280019
2022-07-30,FlyDubai,Chennai,Dubai,Business,First Flyer,354838.7571884451
2022-07-31,FlyDubai,Chennai,Dubai,Business,First Flyer,373580.33286712767
2022-08-01,FlyDubai,Chennai,Dubai,Business,First Flyer,361708.8534524987
2022-08-02,FlyDubai,Chennai,Dubai,Business,First Flyer,372381.8917560571
2022-08-03,FlyDubai,Chennai,Dubai,Business,First Flyer,368341.41287153243
2022-08-04,FlyDubai,Chennai,Dubai,Business,First Flyer,335823.69771365786
2022-08-05,FlyDubai,Chennai,Dubai,Business,First Flyer,350698.58113030036
2022-08-06,FlyDubai,Chennai,Dubai,Business,First Flyer,355448.70419074286
2022-08-07,FlyDubai,Chennai,Dubai,Business,First Flyer,374190.27986941626
2022-08-08,FlyDubai,Chennai,Dubai,Business,First Flyer,362318.800454849
2022-08-09,FlyDubai,Chennai,Dubai,Business,First Flyer,372991.8387583888
2022-08-10,FlyDubai,Chennai,Dubai,Business,First Flyer,368951.35987386474
2022-08-11,FlyDubai,Chennai,Dubai,Business,First Flyer,336433.6447159569
2022-08-12,FlyDubai,Chennai,Dubai,Business,First Flyer,351308.52813251765
2022-08-13,FlyDubai,Chennai,Dubai,Business,First Flyer,356058.6511930406
2022-08-14,FlyDubai,Chennai,Dubai,Business,First Flyer,374800.2268717245
2022-08-15,FlyDubai,Chennai,Dubai,Business,First Flyer,362928.74745709414
2022-08-16,FlyDubai,Chennai,Dubai,Business,First Flyer,373601.7857606622
2022-08-17,FlyDubai,Chennai,Dubai,Business,First Flyer,369561.30687609216
2022-08-18,FlyDubai,Chennai,Dubai,Business,First Flyer,337043.5917182862
2022-08-19,FlyDubai,Chennai,Dubai,Business,First Flyer,351918.47513482894
2022-08-20,FlyDubai,Chennai,Dubai,Business,First Flyer,356668.5981953252
2022-08-21,FlyDubai,Chennai,Dubai,Business,First Flyer,375410.17387395975
2022-08-22,FlyDubai,Chennai,Dubai,Business,First Flyer,363538.69445932447
2022-08-23,FlyDubai,Chennai,Dubai,Business,First Flyer,374211.7327629161
2022-08-24,FlyDubai,Chennai,Dubai,Business,First Flyer,370171.253878372
2022-08-25,FlyDubai,Chennai,Dubai,Business,First Flyer,337653.53872054897
2022-08-26,FlyDubai,Chennai,Dubai,Business,First Flyer,352528.42213711445
2022-08-27,FlyDubai,Chennai,Dubai,Business,First Flyer,357278.54519763606
2022-08-28,FlyDubai,Chennai,Dubai,Business,First Flyer,376020.12087626796
2022-08-29,FlyDubai,Chennai,Dubai,Business,First Flyer,364148.64146162226
2022-08-30,FlyDubai,Chennai,Dubai,Business,First Flyer,374821.6797651894
2022-08-31,FlyDubai,Chennai,Dubai,Business,First Flyer,370781.20088059944
2022-09-01,FlyDubai,Chennai,Dubai,Business,First Flyer,338263.48572281166
2022-09-02,FlyDubai,Chennai,Dubai,Business,First Flyer,353138.3691394
2022-09-03,FlyDubai,Chennai,Dubai,Business,First Flyer,357888.49219985644
2022-09-04,FlyDubai,Chennai,Dubai,Business,First Flyer,376630.0678785397
2022-09-05,FlyDubai,Chennai,Dubai,Business,First Flyer,364758.58846392005
